timestamp,ecoli_GA
2012-07-26 09:34:00,74
2012-07-30 14:14:00,74
2012-08-01 10:55:00,63
2012-08-03 12:30:00,730
2012-08-04 13:50:00,500
2012-08-05 13:00:00,200
2012-08-06 13:42:00,200
2012-08-07 13:30:00,300
2012-08-08 10:25:00,57
2012-08-09 08:55:00,300
2012-08-10 08:50:00,220
2012-08-11 14:20:00,240
2012-08-12 13:00:00,74
2012-08-13 14:15:00,160
2012-08-14 12:05:00,140
2012-08-15 13:05:00,41
2012-08-17 13:00:00,51
2012-08-20 12:35:00,97
2012-08-22 09:05:00,86
2012-08-24 07:30:00,86
2012-08-27 12:50:00,52
2012-08-29 11:25:00,250
2012-08-31 09:15:00,63
2012-09-03 12:15:00,20
2012-09-05 08:05:00,63
2012-09-07 12:10:00,170
2012-09-10 13:25:00,31
2012-09-13 12:05:00,120
2012-09-17 12:35:00,910
2012-09-19 09:20:00,110
2012-09-24 11:50:00,240
2012-09-27 11:40:00,990
2012-10-01 12:35:00,510
2012-10-04 09:00:00,550
2012-10-06 14:55:00,180
2012-10-08 11:55:00,52
2012-10-11 11:30:00,75
2012-10-15 12:30:00,340
2012-10-18 00:00:00,400
2012-10-22 14:20:00,300
2012-10-23 13:15:00,120
2012-10-25 10:05:00,140
2012-10-29 13:40:00,780
2012-11-02 10:02:00,160
2012-11-05 12:10:00,110
2012-11-07 09:00:00,240
2012-11-12 14:31:00,170
2012-11-15 13:45:00,52
2012-11-19 09:05:00,86
2012-11-22 10:00:00,74
2012-11-26 09:35:00,290
2012-11-30 08:50:00,510
2012-12-03 13:00:00,120
2012-12-06 09:40:00,52
2012-12-10 14:32:00,30
2012-12-11 10:40:00,62
2012-12-13 00:00:00,63
2012-12-17 14:12:00,96
2012-12-19 10:55:00,73
2012-12-20 10:06:00,86
2012-12-25 07:15:00,130
2012-12-27 10:18:00,210
2013-01-01 11:15:00,1300
2013-01-03 09:50:00,340
2013-01-07 13:15:00,74
2013-01-09 13:09:00,220
2013-01-15 11:55:00,97
2013-01-21 13:45:00,160
2013-01-25 09:05:00,74
2013-01-28 14:45:00,210
2013-01-31 10:50:00,240
2013-02-04 14:25:00,170
2013-02-08 09:10:00,74
2013-02-11 14:15:00,85
2013-02-12 09:30:00,63
2013-02-14 10:50:00,170
2013-02-15 09:05:00,160
2013-02-18 13:30:00,190
2013-02-20 10:50:00,85
2013-02-21 09:00:00,130
2013-02-22 08:57:00,110
2013-02-25 10:10:00,63
2013-02-28 10:10:00,97
2013-03-04 13:55:00,86
2013-03-07 08:25:00,52
2013-03-11 13:35:00,20
2013-03-14 08:50:00,41
2013-03-18 14:00:00,120
2013-03-21 09:25:00,110
2013-03-25 13:15:00,52
2013-03-28 09:05:00,98
2013-04-02 00:00:00,31
2013-04-04 09:53:00,52
2013-04-08 09:30:00,31
2013-04-11 10:40:00,20
2013-04-15 13:45:00,150
2013-04-17 08:10:00,97
2013-04-22 11:50:00,130
2013-04-25 09:30:00,220
2013-04-29 13:50:00,150
2013-05-02 09:05:00,63
2013-05-06 11:45:00,41
2013-05-10 09:37:00,110
2013-05-13 14:30:00,74
2013-05-16 12:20:00,6
2013-05-17 13:00:00,74
2013-05-20 14:25:00,20
2013-05-23 08:25:00,160
2013-05-28 12:05:00,86
2013-05-30 09:26:00,86
2013-06-03 13:33:00,63
2013-06-07 08:58:00,41
2013-06-10 10:30:00,280
2013-06-11 10:25:00,93
2013-06-13 09:10:00,370
2013-06-17 15:13:00,280
2013-06-20 08:30:00,31
2013-06-24 15:20:00,120
2013-06-25 09:37:00,74
2013-06-26 14:08:00,31
2013-06-27 08:40:00,63
2013-07-01 09:38:00,20
2013-07-04 09:00:00,290
2013-07-08 10:53:00,20
2013-07-11 12:20:00,31
2013-07-15 14:00:00,1
2013-07-18 09:23:00,10
2013-07-22 09:30:00,10
2013-07-25 09:06:00,110
2013-07-29 09:30:00,680
2013-08-01 09:10:00,250
2013-08-05 11:30:00,2
2013-08-08 09:17:00,30
2013-08-12 09:35:00,50
2013-08-15 14:05:00,74
2013-08-16 12:10:00,52
2013-08-19 14:07:00,74
2013-08-21 08:40:00,20
2013-08-22 09:38:00,31
2013-08-29 08:05:00,41
2013-09-02 15:43:00,52
2013-09-05 12:58:00,41
2013-09-09 00:00:00,31
2013-09-12 11:50:00,20
2013-09-16 13:25:00,63
2013-09-19 09:30:00,52
2013-09-23 14:25:00,20
2013-09-26 10:25:00,41
2013-09-30 00:00:00,52
2013-10-03 12:25:00,41
2013-10-07 14:33:00,30
2013-10-10 10:00:00,610
2013-10-14 12:00:00,97
2013-10-17 08:30:00,90
2013-10-18 10:34:00,98
2013-10-21 00:00:00,260
2013-10-22 10:55:00,440
2013-10-24 09:50:00,710
2013-10-29 11:45:00,500
2013-10-30 13:10:00,960
2013-10-31 09:08:00,910
2013-11-04 11:45:00,860
2013-11-07 09:45:00,350
2013-11-11 14:20:00,860
2013-11-14 09:51:00,220
2013-11-18 13:00:00,160
2013-11-21 10:00:00,74
2013-11-25 14:10:00,160
2013-11-28 10:40:00,74
2013-12-02 13:20:00,120
2013-12-05 09:30:00,73
2013-12-09 13:10:00,250
2013-12-12 09:35:00,440
2013-12-16 14:10:00,580
2013-12-19 08:40:00,150
2013-12-23 15:36:00,810
2013-12-26 08:30:00,740
2013-12-30 00:00:00,240
2014-01-03 10:40:00,270
2014-01-07 13:20:00,360
2014-01-09 09:30:00,540
2014-01-13 14:25:00,220
2014-01-17 08:40:00,280
2014-01-20 14:00:00,190
2014-01-23 09:50:00,73
2014-01-27 14:46:00,86
2014-01-30 10:10:00,31
2014-02-03 14:13:00,230
2014-02-06 10:40:00,190
2014-02-10 13:54:00,520
2014-02-13 09:15:00,120
2014-02-17 13:22:00,500
2014-02-18 10:55:00,460
2014-02-20 09:30:00,380
2014-02-24 13:46:00,420
2014-02-27 09:39:00,320
2014-03-03 13:55:00,230
2014-03-06 10:41:00,98
2014-03-10 14:11:00,100
2014-03-13 09:50:00,130
2014-03-17 13:11:00,160
2014-03-20 10:50:00,110
2014-03-24 13:48:00,140
2014-03-27 08:45:00,200
2014-03-31 13:44:00,61
2014-04-03 09:45:00,110
2014-04-07 14:05:00,52
2014-04-08 08:51:00,160
2014-04-10 10:00:00,470
2014-04-14 13:55:00,230
2014-04-17 08:45:00,160
2014-04-21 12:15:00,74
2014-04-24 09:43:00,110
2014-04-28 15:18:00,52
2014-05-02 09:55:00,52
2014-05-05 13:38:00,52
2014-05-08 10:10:00,110
2014-05-12 13:49:00,150
2014-05-14 12:00:00,120
2014-05-14 12:20:00,120
2014-05-14 12:42:00,190
2014-05-14 13:19:00,220
2014-05-15 09:18:00,41
2014-05-19 13:40:00,86
2014-05-22 10:20:00,63
2014-05-26 13:50:00,41
2014-05-28 11:05:00,31
2014-06-02 13:49:00,20
2014-06-05 10:18:00,20
2014-06-09 14:05:00,10
2014-06-12 09:30:00,100
2014-06-16 14:05:00,10
2014-06-19 09:52:00,52
2014-06-23 13:52:00,10
2014-06-26 13:00:00,350
2014-06-30 12:10:00,74
2014-07-03 14:10:00,300
2014-07-07 14:06:00,41
2014-07-10 09:20:00,41
2014-07-14 13:53:00,31
2014-07-17 09:55:00,10
2014-07-24 09:14:00,41
2014-07-28 13:35:00,150
2014-07-31 09:23:00,30
2014-08-04 13:33:00,87
2014-08-08 08:35:00,300
2014-08-11 13:47:00,120
2014-08-14 09:30:00,160
2014-08-18 12:57:00,200
2014-08-19 13:05:00,680
2014-08-21 09:40:00,860
2014-08-23 16:00:00,410
2014-08-25 14:40:00,600
2014-08-28 09:30:00,180
2014-09-01 13:40:00,74
2014-09-04 11:45:00,180
2014-09-08 14:15:00,98
2014-09-10 13:47:00,120
2014-09-12 13:30:00,52
2014-09-15 14:31:00,86
2014-09-18 07:53:00,96
2014-09-22 13:48:00,74
2014-09-25 09:27:00,74
2014-09-29 00:00:00,10
2014-10-02 09:05:00,41
2014-10-06 14:15:00,10
2014-10-09 10:17:00,97
2014-10-13 13:40:00,530
2014-10-16 09:30:00,1100
2014-10-20 13:00:00,640
2014-10-23 09:30:00,380
2014-10-27 13:50:00,85
2014-10-30 08:10:00,260
2014-11-03 13:08:00,340
2014-11-06 09:45:00,280
2014-11-10 13:35:00,140
2014-11-13 12:22:00,86
2014-11-17 14:00:00,31
2014-11-20 10:35:00,100
2014-11-24 14:25:00,240
2014-11-28 11:15:00,31
2014-12-01 14:10:00,20
2014-12-04 08:00:00,40
2014-12-08 14:10:00,540
2014-12-11 11:25:00,680
2014-12-15 14:15:00,74
2014-12-16 11:44:00,380
2014-12-17 13:00:00,400
2014-12-22 14:20:00,86
2014-12-26 09:54:00,52
2014-12-29 13:15:00,52
2015-01-02 10:55:00,210
2015-01-05 13:05:00,52
2015-01-08 10:15:00,160
2015-01-12 13:30:00,280
2015-01-15 10:35:00,160
2015-01-19 11:30:00,150
2015-01-22 11:55:00,74
2015-01-26 08:46:00,86
2015-01-29 10:40:00,170
2015-02-02 00:00:00,41
2015-02-05 12:25:00,160
2015-02-09 08:27:00,52
2015-02-10 12:20:00,62
2015-02-12 10:30:00,97
2015-02-16 08:20:00,74
2015-02-19 09:20:00,41
2015-02-23 09:20:00,63
2015-02-26 09:37:00,20
2015-03-02 09:03:00,41
2015-03-05 11:45:00,74
2015-03-09 11:33:00,190
2015-03-12 10:15:00,110
2015-03-16 08:30:00,98
2015-03-19 08:00:00,41
2015-03-23 09:20:00,180
2015-03-26 09:55:00,97
2015-03-30 10:15:00,31
2015-04-01 09:10:00,52
2015-04-06 07:00:00,30
2015-04-09 09:45:00,30
2015-04-13 10:35:00,10
2015-04-16 10:55:00,120
2015-04-20 09:20:00,30
2015-04-21 09:45:00,20
2015-04-23 08:45:00,20
2015-04-27 09:55:00,52
2015-04-28 14:39:00,63
2015-04-30 10:40:00,41
2015-05-04 09:15:00,10
2015-05-07 08:35:00,110
2015-05-11 07:50:00,41
2015-05-13 09:00:00,140
2015-05-18 08:50:00,20
2015-05-21 12:30:00,10
2015-05-22 11:30:00,10
2015-05-25 09:20:00,30
2015-05-27 14:05:00,280
2015-06-01 09:40:00,450
2015-06-04 09:05:00,210
2015-06-08 14:22:00,41
2015-06-11 09:49:00,10
2015-06-15 14:20:00,20
2015-06-18 10:05:00,85
2015-06-22 15:05:00,20
2015-06-23 09:40:00,20
2015-06-25 09:25:00,31
2015-06-29 14:20:00,20
2015-07-02 10:55:00,20
2015-07-06 14:20:00,97
2015-07-09 08:40:00,260
2015-07-13 14:50:00,20
2015-07-16 10:46:00,10
2015-07-20 14:08:00,84
2015-07-23 09:27:00,52
2015-07-27 14:09:00,52
2015-07-30 09:20:00,74
2015-08-03 14:26:00,86
2015-08-06 08:30:00,31
2015-08-10 14:14:00,10
2015-08-13 09:50:00,20
2015-08-17 08:55:00,20
2015-08-18 11:55:00,20
2015-08-20 11:10:00,63
2015-08-24 13:30:00,10
2015-08-27 10:50:00,31
2015-08-31 09:15:00,220
2015-09-03 10:45:00,180
2015-09-04 10:00:00,52
2015-09-07 09:30:00,510
2015-09-08 15:20:00,98
2015-09-09 14:00:00,80
2015-09-11 09:45:00,63
2015-09-14 09:45:00,60
2015-09-17 11:00:00,380
2015-09-21 09:35:00,52
2015-09-24 09:35:00,41
2015-09-28 12:11:00,97
2015-10-01 00:00:00,20
2015-10-05 09:45:00,10
2015-10-08 09:30:00,20
2015-10-15 09:50:00,41
2015-10-20 10:40:00,20
2015-10-23 11:00:00,110
2015-10-26 09:20:00,52
2015-10-29 11:36:00,20
2015-11-02 11:15:00,10
2015-11-05 11:51:00,20
2015-11-09 09:25:00,540
2015-11-12 09:25:00,120
2015-11-16 09:40:00,190
2015-11-19 11:00:00,230
2015-11-23 09:52:00,31
2015-11-26 09:20:00,350
2015-11-30 08:45:00,720
2015-12-02 12:40:00,400
2015-12-03 12:45:00,230
2015-12-07 10:00:00,1100
2015-12-08 09:30:00,570
2015-12-10 09:40:00,300
2015-12-14 11:50:00,280
2015-12-17 12:35:00,110
2015-12-21 09:20:00,270
2015-12-25 11:00:00,250
2015-12-28 10:25:00,170
2016-01-02 09:00:00,41
2016-01-04 08:55:00,110
2016-01-07 09:09:00,52
2016-01-11 10:50:00,97
2016-01-14 09:35:00,63
2016-01-18 10:00:00,440
2016-01-21 08:05:00,10
2016-01-25 11:55:00,200
2016-01-28 10:45:00,430
2016-02-01 09:20:00,400
2016-02-04 10:15:00,1100
2016-02-08 08:10:00,100
2016-02-09 11:15:00,430
2016-02-11 09:20:00,410
2016-02-15 11:50:00,74
2016-02-18 10:30:00,10
2016-02-22 08:25:00,10
2016-02-25 10:55:00,52
2016-02-29 10:41:00,41
2016-03-03 09:10:00,400
2016-03-07 10:22:00,160
2016-03-10 09:50:00,150
2016-03-14 09:28:00,150
2016-03-17 09:15:00,150
2016-03-21 10:45:00,110
2016-03-24 11:10:00,52
2016-03-28 09:50:00,31
2016-03-31 08:10:00,540
2016-04-04 09:00:00,41
2016-04-07 11:00:00,630
2016-04-11 10:15:00,14
2016-04-14 09:10:00,63
2016-04-18 10:28:00,98
2016-04-21 10:10:00,31
2016-04-25 08:58:00,63
2016-04-28 11:05:00,63
2016-05-02 09:27:00,150
2016-05-04 11:28:00,74
2016-05-09 09:10:00,31
2016-05-12 12:15:00,60
2016-05-16 07:40:00,60
2016-05-19 11:05:00,10
2016-05-26 09:00:00,63
2016-05-30 08:52:00,20
2016-06-02 10:45:00,10
2016-06-07 09:15:00,20
2016-06-09 09:50:00,41
2016-06-13 09:54:00,20
2016-06-16 10:40:00,41
2016-06-20 09:35:00,20
2016-06-22 10:28:00,20
2016-06-28 15:15:00,30
2016-06-30 10:20:00,20
2016-07-04 09:00:00,170
2016-07-07 08:30:00,41
2016-07-11 12:45:00,97
2016-07-14 10:02:00,41
2016-07-18 09:10:00,63
2016-07-25 09:25:00,3
2016-07-27 08:50:00,10
2016-07-28 10:30:00,220
2016-08-01 12:20:00,3
2016-08-04 11:41:00,310
2016-08-08 12:26:00,41
2016-08-11 09:00:00,31
2016-08-15 09:15:00,30
2016-08-22 08:45:00,160
2016-08-29 11:01:00,300
2016-09-01 10:10:00,120
2016-09-05 12:15:00,86
2016-09-08 11:05:00,150
2016-09-12 10:25:00,120
2016-09-15 10:28:00,85
2016-09-19 11:35:00,130
2016-09-22 09:30:00,96
2016-09-26 11:10:00,130
2016-09-29 10:30:00,810
2016-10-03 09:20:00,130
2016-10-06 09:20:00,170
2016-10-10 11:15:00,110
2016-10-13 10:15:00,52
2016-10-17 13:50:00,4
2016-10-18 11:45:00,74
2016-10-20 11:30:00,74
2016-10-24 09:30:00,340
2016-10-27 09:40:00,430
2016-10-31 12:40:00,20
2016-11-01 12:00:00,86
2016-11-03 00:00:00,210
2016-11-07 13:15:00,460
2016-11-10 11:10:00,180
2016-11-14 11:15:00,220
2016-11-17 13:40:00,1400
2016-11-21 10:35:00,930
2016-11-24 11:10:00,640
2016-11-28 11:55:00,90
2016-12-01 10:15:00,130
2016-12-02 10:25:00,150
2016-12-04 14:25:00,85
2016-12-05 12:40:00,85
2016-12-08 14:15:00,160
2016-12-12 11:00:00,52
2016-12-15 12:20:00,190
2016-12-19 11:10:00,110
2016-12-22 10:40:00,360
2016-12-26 12:00:00,910
2016-12-28 13:30:00,590
2016-12-29 14:40:00,390
2017-01-02 09:45:00,190
2017-01-05 10:11:00,130
2017-01-09 10:00:00,400
2017-01-12 11:35:00,490
2017-01-13 00:00:00,1100
2017-01-16 00:00:00,370
2017-01-19 10:35:00,120
2017-01-23 10:40:00,140
2017-01-26 12:35:00,190
2017-01-30 10:20:00,140
2017-02-02 12:00:00,63
2017-02-06 10:00:00,75
2017-02-09 10:30:00,120
2017-02-13 09:24:00,140
2017-02-16 09:40:00,50
2017-02-20 09:25:00,210
2017-02-23 09:40:00,250
2017-02-27 10:35:00,160
2017-03-02 10:40:00,660
2017-03-06 09:50:00,380
2017-03-09 10:00:00,150
2017-03-13 09:40:00,280
2017-03-16 09:25:00,110
2017-03-20 09:50:00,160
2017-03-23 08:15:00,160
2017-03-27 09:40:00,160
2017-03-30 09:50:00,110
2017-04-03 13:30:00,260
2017-04-06 08:20:00,90
2017-04-10 13:40:00,170
2017-04-13 11:40:00,63
2017-04-17 07:00:00,30
2017-04-18 12:35:00,20
2017-04-20 09:30:00,40
2017-04-24 09:00:00,10
2017-04-27 10:08:00,190
2017-05-02 11:45:00,97
2017-05-04 10:55:00,20
2017-05-08 12:00:00,130
2017-05-10 12:00:00,51
2017-05-12 09:20:00,85
2017-05-15 09:30:00,75
2017-05-18 09:40:00,73
2017-05-22 09:50:00,52
2017-05-26 08:20:00,52
2017-05-29 09:40:00,10
2017-06-01 09:55:00,31
2017-06-05 08:13:00,63
2017-06-08 10:00:00,190
2017-06-12 09:30:00,41
2017-06-14 09:35:00,52
2017-06-15 10:00:00,63
2017-06-19 10:20:00,75
2017-06-20 11:10:00,10
2017-06-22 09:15:00,40
2017-06-26 11:09:00,160
2017-06-29 09:40:00,10
2017-07-03 09:30:00,5
2017-07-06 08:38:00,48
2017-07-10 11:52:00,20
2017-07-13 09:43:00,0
2017-07-17 12:30:00,120
2017-07-20 09:32:00,31
2017-07-24 12:45:00,63
2017-07-27 09:39:00,30
2017-07-31 08:10:00,20
2017-08-03 10:29:00,110
2017-08-07 10:51:00,170
2017-08-10 10:08:00,110
2017-08-15 09:53:00,10
2017-08-17 17:10:00,130
2017-08-21 08:48:00,120
2017-08-24 11:15:00,52
2017-08-25 15:10:00,120
2017-08-28 08:40:00,10
2017-08-31 13:15:00,75
2017-09-04 09:30:00,63
2017-09-07 08:40:00,630
2017-09-11 09:55:00,86
2017-09-15 08:30:00,20
2017-09-18 11:45:00,120
2017-09-22 11:55:00,98
2017-09-25 09:05:00,95
2017-09-28 09:30:00,130
2017-09-29 11:12:00,160
2017-10-02 08:55:00,10
2017-10-04 08:45:00,330
2017-10-05 11:25:00,130
2017-10-06 00:00:00,74
2017-10-09 09:00:00,160
2017-10-11 09:02:00,160
2017-10-13 10:02:00,470
2017-10-13 12:00:00,470
2017-10-16 09:05:00,74
2017-10-19 08:00:00,60
2017-10-23 10:15:00,370
2017-10-26 11:30:00,500
2017-10-30 11:05:00,170
2017-11-02 12:30:00,31
2017-11-06 10:26:00,110
2017-11-09 11:33:00,98
2017-11-13 10:35:00,90
2017-11-16 08:30:00,130
2017-11-20 11:30:00,380
2017-11-22 11:26:00,30
2017-11-27 12:30:00,160
2017-11-30 13:45:00,74
2017-12-04 12:05:00,40
2017-12-07 15:00:00,420
2017-12-11 11:42:00,40
2017-12-14 13:55:00,130
2017-12-18 11:45:00,52
2017-12-21 10:40:00,220
2017-12-26 09:00:00,160
2017-12-28 12:05:00,260
2018-01-02 12:05:00,500
2018-01-04 12:30:00,390
2018-01-08 13:30:00,52
2018-01-11 12:15:00,150
2018-01-15 13:10:00,63
2018-01-17 10:25:00,74
2018-01-22 08:00:00,20
2018-01-25 10:55:00,420
2018-01-29 11:20:00,310
2018-01-31 11:15:00,730
2018-02-05 00:00:00,20
2018-02-09 12:00:00,80
2018-02-12 10:30:00,86
2018-02-15 15:00:00,74
2018-02-19 09:10:00,84
2018-02-20 11:00:00,52
2018-02-23 08:50:00,10
2018-02-26 09:40:00,52
2018-02-28 11:00:00,41
2018-03-05 09:05:00,41
2018-03-07 11:07:00,20
2018-03-08 10:05:00,41
2018-03-09 10:35:00,63
2018-03-12 11:15:00,72
2018-03-15 14:15:00,98
2018-03-19 13:30:00,31
2018-03-22 12:05:00,120
2018-03-26 09:40:00,41
2018-03-27 10:51:00,120
2018-03-29 12:40:00,41
2018-04-02 07:10:00,20
2018-04-05 09:50:00,230
2018-04-06 14:00:00,46
2018-04-09 11:06:00,86
2018-04-12 14:05:00,120
2018-04-16 11:35:00,97
2018-04-19 10:05:00,98
2018-04-23 11:43:00,160
2018-04-26 12:50:00,31
2018-04-30 11:30:00,10
2018-05-03 10:35:00,180
2018-05-07 12:10:00,74
2018-05-11 07:14:00,52
2018-05-14 14:00:00,97
2018-05-17 11:30:00,31
2018-05-21 10:00:00,30
2018-05-24 09:35:00,63
2018-05-28 10:10:00,10
2018-05-31 11:20:00,41
2018-06-04 11:10:00,84
2018-06-07 13:45:00,52
2018-06-14 12:45:00,20
2018-06-18 10:30:00,20
2018-06-19 09:30:00,20
2018-06-21 09:50:00,20
2018-06-25 11:25:00,10
2018-06-28 10:20:00,41
2018-07-02 10:15:00,52
2018-07-05 10:35:00,30
2018-07-09 11:08:00,10
2018-07-12 08:30:00,41
2018-07-16 10:55:00,20
2018-07-19 10:50:00,31
2018-07-23 10:55:00,2
2018-07-27 09:13:00,20
2018-08-02 11:30:00,31
2018-08-06 11:00:00,10
2018-08-09 12:30:00,10
2018-08-13 12:15:00,40
2018-08-16 11:45:00,10
2018-08-20 12:38:00,31
2018-08-23 12:40:00,20
2018-08-27 11:39:00,10
2018-08-30 13:20:00,10
2018-09-03 09:00:00,140
2018-09-05 11:00:00,31
2018-09-10 11:10:00,520
2018-09-13 11:11:00,30
2018-09-17 12:20:00,400
2018-09-21 13:00:00,75
2018-09-24 09:30:00,74
2018-09-27 11:30:00,52
2018-10-01 10:00:00,63
2018-10-05 12:30:00,97
2018-10-08 10:30:00,41
2018-10-09 11:52:00,200
2018-10-11 11:23:00,240
2018-10-15 11:35:00,110
2018-10-18 10:05:00,63
2018-10-22 12:00:00,85
2018-10-26 10:00:00,180
2018-10-29 11:55:00,110
2018-11-01 11:15:00,520
2018-11-05 10:30:00,84
2018-11-08 11:45:00,140
2018-11-12 10:10:00,170
2018-11-14 13:02:00,250
2018-11-19 10:15:00,190
2018-11-22 10:40:00,74
2018-11-26 10:40:00,120
2018-11-29 10:50:00,100
2018-12-03 09:30:00,490
2018-12-06 11:45:00,1100
2018-12-10 11:00:00,600
2018-12-12 10:30:00,770
2018-12-14 10:00:00,150
2018-12-17 10:50:00,160
2018-12-20 10:45:00,130
2018-12-24 06:20:00,270
2018-12-27 09:55:00,190
2018-12-31 06:15:00,190
2019-01-03 10:30:00,86
2019-01-07 10:25:00,41
2019-01-10 11:00:00,290
2019-01-14 08:45:00,150
2019-01-16 11:40:00,120
2019-01-21 09:43:00,330
2019-01-25 09:30:00,150
2019-01-28 09:58:00,180
2019-01-31 09:46:00,360
2019-02-04 10:00:00,420
2019-02-08 08:42:00,460
2019-02-11 09:35:00,1400
2019-02-13 12:30:00,1100
2019-02-14 12:05:00,820
2019-02-15 13:40:00,180
2019-02-18 10:50:00,390
2019-02-22 08:50:00,560
2019-02-25 10:08:00,290
2019-02-28 10:55:00,52
2019-03-04 09:41:00,86
2019-03-07 09:40:00,320
2019-03-11 10:15:00,390
2019-03-13 10:30:00,220
2019-03-18 10:16:00,260
2019-03-21 07:40:00,110
2019-03-25 10:10:00,120
2019-03-27 13:20:00,170
2019-04-01 10:03:00,63
2019-04-03 13:30:00,52
2019-04-05 11:45:00,40
2019-04-08 10:20:00,41
2019-04-10 10:20:00,10
2019-04-17 09:20:00,20
2019-04-25 11:20:00,40
2019-04-29 09:30:00,52
2019-05-02 09:15:00,31
2019-05-06 11:55:00,10
2019-05-08 09:40:00,120
2019-05-09 09:45:00,63
2019-05-13 09:20:00,20
2019-05-16 08:20:00,10
2019-05-20 09:20:00,120
2019-05-23 13:50:00,20
2019-05-27 10:00:00,85
2019-05-31 10:00:00,10
2019-06-03 09:30:00,20
2019-06-10 10:30:00,75
2019-06-13 09:50:00,40
2019-06-14 09:50:00,40
2019-06-17 09:40:00,31
2019-06-19 12:50:00,10
2019-06-20 14:00:00,10
2019-07-01 09:10:00,63
2019-07-03 09:20:00,20
2019-07-09 09:50:00,10
2019-07-12 11:20:00,10
2019-07-15 09:05:00,10
2019-07-17 11:05:00,10
2019-07-24 12:00:00,10
2019-07-25 14:15:00,30
2019-07-26 09:10:00,10
2019-07-29 13:05:00,30
2019-07-31 10:20:00,20
2019-08-02 09:43:00,10
2019-08-05 11:00:00,20
2019-08-06 12:03:00,10
2019-08-07 12:30:00,41
2019-08-12 13:30:00,63
2019-08-14 09:40:00,41
2019-08-19 13:20:00,86
2019-08-22 11:22:00,30
2019-08-26 10:15:00,40
2019-08-29 11:20:00,440
2019-09-02 11:15:00,20
2019-09-04 08:15:00,98
2019-09-09 10:15:00,220
2019-09-11 09:15:00,150
2019-09-16 09:30:00,410
2019-09-19 10:15:00,98
2019-09-23 10:20:00,20
2019-09-25 08:50:00,75
2019-09-26 09:50:00,52
2019-09-30 10:10:00,690
2019-10-03 08:55:00,330
2019-10-07 12:22:00,75
2019-10-09 09:10:00,98
2019-10-10 09:30:00,130
2019-10-14 09:15:00,280
2019-10-17 11:30:00,330
2019-10-21 10:15:00,570
2019-10-23 10:00:00,130
2019-10-28 13:10:00,540
2019-10-31 08:55:00,74
2019-11-04 10:45:00,160
2019-11-06 09:40:00,52
2019-11-11 08:40:00,240
2019-11-13 09:40:00,140
2019-11-14 11:32:00,86
2019-11-18 10:00:00,260
2019-11-21 10:30:00,160
2019-11-25 10:10:00,85
2019-11-28 10:00:00,360
2019-12-02 10:20:00,75
2019-12-05 09:34:00,140
2019-12-09 10:50:00,650
2019-12-11 09:50:00,300
2019-12-13 09:40:00,260
2019-12-16 11:12:00,320
2019-12-18 11:00:00,370
2019-12-23 10:15:00,31
2019-12-26 12:20:00,130
2019-12-30 12:20:00,74
